count,as_of_year,county_name,state_name
"22","2017","Haskell County","Kansas"
"5","2015","Hodgeman County","Kansas"
"6","2016","Hodgeman County","Kansas"
"4","2017","Hodgeman County","Kansas"
"120","2015","Jackson County","Kansas"
"131","2016","Jackson County","Kansas"
"137","2017","Jackson County","Kansas"
"207","2015","Jefferson County","Kansas"
"251","2016","Jefferson County","Kansas"
"221","2017","Jefferson County","Kansas"
"4","2015","Jewell County","Kansas"
"2","2016","Jewell County","Kansas"
"3","2017","Jewell County","Kansas"
"10003","2015","Johnson County","Kansas"
"10264","2016","Johnson County","Kansas"
"10309","2017","Johnson County","Kansas"
"13","2015","Kearny County","Kansas"
"16","2016","Kearny County","Kansas"
"21","2017","Kearny County","Kansas"
"55","2015","Kingman County","Kansas"
"45","2016","Kingman County","Kansas"
"54","2017","Kingman County","Kansas"
"5","2015","Kiowa County","Kansas"
"5","2016","Kiowa County","Kansas"
"8","2017","Kiowa County","Kansas"
"96","2015","Labette County","Kansas"
"102","2016","Labette County","Kansas"
"108","2017","Labette County","Kansas"
"4","2015","Lane County","Kansas"
"7","2016","Lane County","Kansas"
"2","2017","Lane County","Kansas"
"958","2015","Leavenworth County","Kansas"
"1114","2016","Leavenworth County","Kansas"
"1094","2017","Leavenworth County","Kansas"
"7","2015","Lincoln County","Kansas"
"10","2016","Lincoln County","Kansas"
"3","2017","Lincoln County","Kansas"
"45","2015","Linn County","Kansas"
"79","2016","Linn County","Kansas"
"74","2017","Linn County","Kansas"
"18","2015","Logan County","Kansas"
"18","2016","Logan County","Kansas"
"11","2017","Logan County","Kansas"
"194","2015","Lyon County","Kansas"
"195","2016","Lyon County","Kansas"
"217","2017","Lyon County","Kansas"
"88","2015","Marion County","Kansas"
"74","2016","Marion County","Kansas"
"84","2017","Marion County","Kansas"
"48","2015","Marshall County","Kansas"
"51","2016","Marshall County","Kansas"
"50","2017","Marshall County","Kansas"
"208","2015","McPherson County","Kansas"
"216","2016","McPherson County","Kansas"
"236","2017","McPherson County","Kansas"
"24","2015","Meade County","Kansas"
"21","2016","Meade County","Kansas"
"22","2017","Meade County","Kansas"
"480","2015","Miami County","Kansas"
"508","2016","Miami County","Kansas"
"532","2017","Miami County","Kansas"
"23","2015","Mitchell County","Kansas"
"27","2016","Mitchell County","Kansas"
"16","2017","Mitchell County","Kansas"
"163","2015","Montgomery County","Kansas"
"211","2016","Montgomery County","Kansas"
"256","2017","Montgomery County","Kansas"
"17","2015","Morris County","Kansas"
"23","2016","Morris County","Kansas"
"41","2017","Morris County","Kansas"
"17","2015","Morton County","Kansas"
"17","2016","Morton County","Kansas"
"8","2017","Morton County","Kansas"
"65","2015","Nemaha County","Kansas"
"94","2016","Nemaha County","Kansas"
"83","2017","Nemaha County","Kansas"
"55","2015","Neosho County","Kansas"
"75","2016","Neosho County","Kansas"
"72","2017","Neosho County","Kansas"
"6","2015","Ness County","Kansas"
"2","2016","Ness County","Kansas"
"3","2017","Ness County","Kansas"
"13","2015","Norton County","Kansas"
"13","2016","Norton County","Kansas"
"11","2017","Norton County","Kansas"
"131","2015","Osage County","Kansas"
"164","2016","Osage County","Kansas"
"156","2017","Osage County","Kansas"
"9","2015","Osborne County","Kansas"
"14","2016","Osborne County","Kansas"
"10","2017","Osborne County","Kansas"
"35","2015","Ottawa County","Kansas"
"41","2016","Ottawa County","Kansas"
"41","2017","Ottawa County","Kansas"
"38","2015","Pawnee County","Kansas"
"41","2016","Pawnee County","Kansas"
"32","2017","Pawnee County","Kansas"
"17","2015","Phillips County","Kansas"
"15","2016","Phillips County","Kansas"
"18","2017","Phillips County","Kansas"
"389","2015","Pottawatomie County","Kansas"
"401","2016","Pottawatomie County","Kansas"
"394","2017","Pottawatomie County","Kansas"
"55","2015","Pratt County","Kansas"
"46","2016","Pratt County","Kansas"
"64","2017","Pratt County","Kansas"
"6","2015","Rawlins County","Kansas"
"3","2016","Rawlins County","Kansas"
"11","2017","Rawlins County","Kansas"
"464","2015","Reno County","Kansas"
"427","2016","Reno County","Kansas"
"521","2017","Reno County","Kansas"
"13","2015","Republic County","Kansas"
"12","2016","Republic County","Kansas"
"13","2017","Republic County","Kansas"
"24","2015","Rice County","Kansas"
"34","2016","Rice County","Kansas"
"42","2017","Rice County","Kansas"
"679","2015","Riley County","Kansas"
"706","2016","Riley County","Kansas"
"690","2017","Riley County","Kansas"
"13","2015","Rooks County","Kansas"
"13","2016","Rooks County","Kansas"
"10","2017","Rooks County","Kansas"
"10","2015","Rush County","Kansas"
"13","2016","Rush County","Kansas"
"18","2017","Rush County","Kansas"
"44","2015","Russell County","Kansas"
"47","2016","Russell County","Kansas"
"42","2017","Russell County","Kansas"
"344","2015","Saline County","Kansas"
"339","2016","Saline County","Kansas"
"343","2017","Saline County","Kansas"
"19","2015","Scott County","Kansas"
"20","2016","Scott County","Kansas"
"17","2017","Scott County","Kansas"
"5959","2015","Sedgwick County","Kansas"
"6160","2016","Sedgwick County","Kansas"
"6250","2017","Sedgwick County","Kansas"
"160","2015","Seward County","Kansas"
"126","2016","Seward County","Kansas"
"140","2017","Seward County","Kansas"
"1867","2015","Shawnee County","Kansas"
"2066","2016","Shawnee County","Kansas"
"2094","2017","Shawnee County","Kansas"
"10","2015","Sheridan County","Kansas"
"13","2016","Sheridan County","Kansas"
"10","2017","Sheridan County","Kansas"
"33","2015","Sherman County","Kansas"
"30","2016","Sherman County","Kansas"
"31","2017","Sherman County","Kansas"
"7","2015","Smith County","Kansas"
"8","2016","Smith County","Kansas"
"11","2017","Smith County","Kansas"
"13","2015","Stafford County","Kansas"
"23","2016","Stafford County","Kansas"
"14","2017","Stafford County","Kansas"
"2","2015","Stanton County","Kansas"
"1","2016","Stanton County","Kansas"
"6","2017","Stanton County","Kansas"
"39","2015","Stevens County","Kansas"
"19","2016","Stevens County","Kansas"
"18","2017","Stevens County","Kansas"
"188","2015","Sumner County","Kansas"
"182","2016","Sumner County","Kansas"
"218","2017","Sumner County","Kansas"
"64","2015","Thomas County","Kansas"
"55","2016","Thomas County","Kansas"
"48","2017","Thomas County","Kansas"
"14","2015","Trego County","Kansas"
"13","2016","Trego County","Kansas"
"9","2017","Trego County","Kansas"
"64","2015","Wabaunsee County","Kansas"
"65","2016","Wabaunsee County","Kansas"
"78","2017","Wabaunsee County","Kansas"
"4","2015","Wallace County","Kansas"
"5","2016","Wallace County","Kansas"
"7","2017","Wallace County","Kansas"
"8","2015","Washington County","Kansas"
"22","2016","Washington County","Kansas"
"19","2017","Washington County","Kansas"
"5","2015","Wichita County","Kansas"
"11","2016","Wichita County","Kansas"
"6","2017","Wichita County","Kansas"
"26","2015","Wilson County","Kansas"
"47","2016","Wilson County","Kansas"
"49","2017","Wilson County","Kansas"
"16","2015","Woodson County","Kansas"
"13","2016","Woodson County","Kansas"
"19","2017","Woodson County","Kansas"
"1195","2015","Wyandotte County","Kansas"
"1376","2016","Wyandotte County","Kansas"
"1557","2017","Wyandotte County","Kansas"
"29","2015","","Kentucky"
"15","2016","","Kentucky"
"14","2017","","Kentucky"
"43","2015","Adair County","Kentucky"
"72","2016","Adair County","Kentucky"
"68","2017","Adair County","Kentucky"
"166","2015","Allen County","Kentucky"
"191","2016","Allen County","Kentucky"
"203","2017","Allen County","Kentucky"
"218","2015","Anderson County","Kentucky"
"293","2016","Anderson County","Kentucky"
"288","2017","Anderson County","Kentucky"
"42","2015","Ballard County","Kentucky"
"48","2016","Ballard County","Kentucky"
"27","2017","Ballard County","Kentucky"
"290","2015","Barren County","Kentucky"
"384","2016","Barren County","Kentucky"
"399","2017","Barren County","Kentucky"
"64","2015","Bath County","Kentucky"
"58","2016","Bath County","Kentucky"
"62","2017","Bath County","Kentucky"
"112","2015","Bell County","Kentucky"
"118","2016","Bell County","Kentucky"
"114","2017","Bell County","Kentucky"
"2070","2015","Boone County","Kentucky"
"2261","2016","Boone County","Kentucky"
"2365","2017","Boone County","Kentucky"
"144","2015","Bourbon County","Kentucky"
"145","2016","Bourbon County","Kentucky"
"171","2017","Bourbon County","Kentucky"
"357","2015","Boyd County","Kentucky"
"405","2016","Boyd County","Kentucky"
"435","2017","Boyd County","Kentucky"
"197","2015","Boyle County","Kentucky"
"238","2016","Boyle County","Kentucky"
"236","2017","Boyle County","Kentucky"
"68","2015","Bracken County","Kentucky"
"51","2016","Bracken County","Kentucky"
"70","2017","Bracken County","Kentucky"
"20","2015","Breathitt County","Kentucky"
"29","2016","Breathitt County","Kentucky"
"45","2017","Breathitt County","Kentucky"
"103","2015","Breckinridge County","Kentucky"
"143","2016","Breckinridge County","Kentucky"
"120","2017","Breckinridge County","Kentucky"
"1159","2015","Bullitt County","Kentucky"
"1401","2016","Bullitt County","Kentucky"
"1465","2017","Bullitt County","Kentucky"
"81","2015","Butler County","Kentucky"
"64","2016","Butler County","Kentucky"
"74","2017","Butler County","Kentucky"
"69","2015","Caldwell County","Kentucky"
"67","2016","Caldwell County","Kentucky"
"76","2017","Caldwell County","Kentucky"
"235","2015","Calloway County","Kentucky"
"287","2016","Calloway County","Kentucky"
"247","2017","Calloway County","Kentucky"
"1149","2015","Campbell County","Kentucky"
"1387","2016","Campbell County","Kentucky"
"1457","2017","Campbell County","Kentucky"
"17","2015","Carlisle County","Kentucky"
"23","2016","Carlisle County","Kentucky"
"17","2017","Carlisle County","Kentucky"
"45","2015","Carroll County","Kentucky"
"64","2016","Carroll County","Kentucky"
"74","2017","Carroll County","Kentucky"
"103","2015","Carter County","Kentucky"
"130","2016","Carter County","Kentucky"
"123","2017","Carter County","Kentucky"
"42","2015","Casey County","Kentucky"
"46","2016","Casey County","Kentucky"
"56","2017","Casey County","Kentucky"
"423","2015","Christian County","Kentucky"
"448","2016","Christian County","Kentucky"
"515","2017","Christian County","Kentucky"
"326","2015","Clark County","Kentucky"
"431","2016","Clark County","Kentucky"
"486","2017","Clark County","Kentucky"
"42","2015","Clay County","Kentucky"
"56","2016","Clay County","Kentucky"
"47","2017","Clay County","Kentucky"
"24","2015","Clinton County","Kentucky"
"25","2016","Clinton County","Kentucky"
"21","2017","Clinton County","Kentucky"
"30","2015","Crittenden County","Kentucky"
"46","2016","Crittenden County","Kentucky"
"37","2017","Crittenden County","Kentucky"
"12","2015","Cumberland County","Kentucky"
"22","2016","Cumberland County","Kentucky"
"25","2017","Cumberland County","Kentucky"
"1172","2015","Daviess County","Kentucky"
"1307","2016","Daviess County","Kentucky"
"1368","2017","Daviess County","Kentucky"
"89","2015","Edmonson County","Kentucky"
"107","2016","Edmonson County","Kentucky"
"112","2017","Edmonson County","Kentucky"
"9","2015","Elliott County","Kentucky"
"16","2016","Elliott County","Kentucky"
"20","2017","Elliott County","Kentucky"
"45","2015","Estill County","Kentucky"
"64","2016","Estill County","Kentucky"
"74","2017","Estill County","Kentucky"
"3847","2015","Fayette County","Kentucky"
"4273","2016","Fayette County","Kentucky"
"4233","2017","Fayette County","Kentucky"
"63","2015","Fleming County","Kentucky"
"73","2016","Fleming County","Kentucky"
"85","2017","Fleming County","Kentucky"
"135","2015","Floyd County","Kentucky"
"134","2016","Floyd County","Kentucky"
"146","2017","Floyd County","Kentucky"
"423","2015","Franklin County","Kentucky"
"522","2016","Franklin County","Kentucky"
"526","2017","Franklin County","Kentucky"
"17","2015","Fulton County","Kentucky"
"23","2016","Fulton County","Kentucky"
"23","2017","Fulton County","Kentucky"
"62","2015","Gallatin County","Kentucky"
"72","2016","Gallatin County","Kentucky"
"79","2017","Gallatin County","Kentucky"
"157","2015","Garrard County","Kentucky"
"189","2016","Garrard County","Kentucky"
"187","2017","Garrard County","Kentucky"
"237","2015","Grant County","Kentucky"
"264","2016","Grant County","Kentucky"
"303","2017","Grant County","Kentucky"
"228","2015","Graves County","Kentucky"
"254","2016","Graves County","Kentucky"
"231","2017","Graves County","Kentucky"
"141","2015","Grayson County","Kentucky"
"180","2016","Grayson County","Kentucky"
"223","2017","Grayson County","Kentucky"
"42","2015","Green County","Kentucky"
"63","2016","Green County","Kentucky"
"54","2017","Green County","Kentucky"
"290","2015","Greenup County","Kentucky"
"320","2016","Greenup County","Kentucky"
"317","2017","Greenup County","Kentucky"
"60","2015","Hancock County","Kentucky"
"80","2016","Hancock County","Kentucky"
"83","2017","Hancock County","Kentucky"
"1062","2015","Hardin County","Kentucky"
"1278","2016","Hardin County","Kentucky"
"1434","2017","Hardin County","Kentucky"
"66","2015","Harlan County","Kentucky"
"67","2016","Harlan County","Kentucky"
"88","2017","Harlan County","Kentucky"
"143","2015","Harrison County","Kentucky"
"151","2016","Harrison County","Kentucky"
"158","2017","Harrison County","Kentucky"
"121","2015","Hart County","Kentucky"
"107","2016","Hart County","Kentucky"
"115","2017","Hart County","Kentucky"
"407","2015","Henderson County","Kentucky"
"425","2016","Henderson County","Kentucky"
"392","2017","Henderson County","Kentucky"
"133","2015","Henry County","Kentucky"
"163","2016","Henry County","Kentucky"
"186","2017","Henry County","Kentucky"
"6","2015","Hickman County","Kentucky"
"14","2016","Hickman County","Kentucky"
"19","2017","Hickman County","Kentucky"
"339","2015","Hopkins County","Kentucky"
"400","2016","Hopkins County","Kentucky"
"380","2017","Hopkins County","Kentucky"
"37","2015","Jackson County","Kentucky"
"50","2016","Jackson County","Kentucky"
"50","2017","Jackson County","Kentucky"
"9243","2015","Jefferson County","Kentucky"
"10168","2016","Jefferson County","Kentucky"
"10635","2017","Jefferson County","Kentucky"
"578","2015","Jessamine County","Kentucky"
"658","2016","Jessamine County","Kentucky"
"758","2017","Jessamine County","Kentucky"
"104","2015","Johnson County","Kentucky"
"117","2016","Johnson County","Kentucky"
"116","2017","Johnson County","Kentucky"
"2115","2015","Kenton County","Kentucky"
"2478","2016","Kenton County","Kentucky"
"2617","2017","Kenton County","Kentucky"
"32","2015","Knott County","Kentucky"
"40","2016","Knott County","Kentucky"
"45","2017","Knott County","Kentucky"
"165","2015","Knox County","Kentucky"
"176","2016","Knox County","Kentucky"
"146","2017","Knox County","Kentucky"
"133","2015","Larue County","Kentucky"
"131","2016","Larue County","Kentucky"
"155","2017","Larue County","Kentucky"
"456","2015","Laurel County","Kentucky"
"478","2016","Laurel County","Kentucky"
"478","2017","Laurel County","Kentucky"
"81","2015","Lawrence County","Kentucky"
"63","2016","Lawrence County","Kentucky"
"61","2017","Lawrence County","Kentucky"
"11","2015","Lee County","Kentucky"
"20","2016","Lee County","Kentucky"
"24","2017","Lee County","Kentucky"
"15","2015","Leslie County","Kentucky"
"20","2016","Leslie County","Kentucky"
"17","2017","Leslie County","Kentucky"
"48","2015","Letcher County","Kentucky"
"51","2016","Letcher County","Kentucky"
"64","2017","Letcher County","Kentucky"
"55","2015","Lewis County","Kentucky"
"66","2016","Lewis County","Kentucky"
"79","2017","Lewis County","Kentucky"
"147","2015","Lincoln County","Kentucky"
"167","2016","Lincoln County","Kentucky"
"177","2017","Lincoln County","Kentucky"
"45","2015","Livingston County","Kentucky"
"60","2016","Livingston County","Kentucky"
"50","2017","Livingston County","Kentucky"
"185","2015","Logan County","Kentucky"
"194","2016","Logan County","Kentucky"
"237","2017","Logan County","Kentucky"
"33","2015","Lyon County","Kentucky"
"59","2016","Lyon County","Kentucky"
"52","2017","Lyon County","Kentucky"
"956","2015","Madison County","Kentucky"
"1173","2016","Madison County","Kentucky"
"1164","2017","Madison County","Kentucky"
"29","2015","Magoffin County","Kentucky"
"25","2016","Magoffin County","Kentucky"
"37","2017","Magoffin County","Kentucky"
"126","2015","Marion County","Kentucky"
"165","2016","Marion County","Kentucky"
"168","2017","Marion County","Kentucky"
"195","2015","Marshall County","Kentucky"
"233","2016","Marshall County","Kentucky"
"231","2017","Marshall County","Kentucky"
"20","2015","Martin County","Kentucky"
"27","2016","Martin County","Kentucky"
"13","2017","Martin County","Kentucky"
"115","2015","Mason County","Kentucky"
"138","2016","Mason County","Kentucky"
"97","2017","Mason County","Kentucky"
"470","2015","McCracken County","Kentucky"
"453","2016","McCracken County","Kentucky"
"504","2017","McCracken County","Kentucky"
"80","2015","McCreary County","Kentucky"
"75","2016","McCreary County","Kentucky"
"95","2017","McCreary County","Kentucky"
"60","2015","McLean County","Kentucky"
"63","2016","McLean County","Kentucky"
"89","2017","McLean County","Kentucky"
"375","2015","Meade County","Kentucky"
"357","2016","Meade County","Kentucky"
"355","2017","Meade County","Kentucky"
"44","2015","Menifee County","Kentucky"
"64","2016","Menifee County","Kentucky"
"42","2017","Menifee County","Kentucky"
"183","2015","Mercer County","Kentucky"
"200","2016","Mercer County","Kentucky"
"248","2017","Mercer County","Kentucky"
"65","2015","Metcalfe County","Kentucky"
"72","2016","Metcalfe County","Kentucky"
"60","2017","Metcalfe County","Kentucky"
"31","2015","Monroe County","Kentucky"
"44","2016","Monroe County","Kentucky"
"57","2017","Monroe County","Kentucky"
"257","2015","Montgomery County","Kentucky"
"286","2016","Montgomery County","Kentucky"
"292","2017","Montgomery County","Kentucky"
"12","2015","Morgan County","Kentucky"
"17","2016","Morgan County","Kentucky"
"27","2017","Morgan County","Kentucky"
"166","2015","Muhlenberg County","Kentucky"
"229","2016","Muhlenberg County","Kentucky"
"230","2017","Muhlenberg County","Kentucky"
"572","2015","Nelson County","Kentucky"
"630","2016","Nelson County","Kentucky"
"680","2017","Nelson County","Kentucky"
"44","2015","Nicholas County","Kentucky"
"50","2016","Nicholas County","Kentucky"
"55","2017","Nicholas County","Kentucky"
"169","2015","Ohio County","Kentucky"
"149","2016","Ohio County","Kentucky"
"184","2017","Ohio County","Kentucky"
"1068","2015","Oldham County","Kentucky"
"1172","2016","Oldham County","Kentucky"
"1109","2017","Oldham County","Kentucky"
"74","2015","Owen County","Kentucky"
"82","2016","Owen County","Kentucky"
"92","2017","Owen County","Kentucky"
"5","2015","Owsley County","Kentucky"
"10","2016","Owsley County","Kentucky"
"9","2017","Owsley County","Kentucky"
"118","2015","Pendleton County","Kentucky"
"105","2016","Pendleton County","Kentucky"
"99","2017","Pendleton County","Kentucky"
"73","2015","Perry County","Kentucky"
"85","2016","Perry County","Kentucky"
"84","2017","Perry County","Kentucky"
"173","2015","Pike County","Kentucky"
"226","2016","Pike County","Kentucky"
"239","2017","Pike County","Kentucky"
"84","2015","Powell County","Kentucky"
"101","2016","Powell County","Kentucky"
"88","2017","Powell County","Kentucky"
"338","2015","Pulaski County","Kentucky"
"363","2016","Pulaski County","Kentucky"
"384","2017","Pulaski County","Kentucky"
"7","2015","Robertson County","Kentucky"
"14","2016","Robertson County","Kentucky"
"17","2017","Robertson County","Kentucky"
"65","2015","Rockcastle County","Kentucky"
"78","2016","Rockcastle County","Kentucky"
"86","2017","Rockcastle County","Kentucky"
"101","2015","Rowan County","Kentucky"
"132","2016","Rowan County","Kentucky"
"111","2017","Rowan County","Kentucky"
"76","2015","Russell County","Kentucky"
"88","2016","Russell County","Kentucky"
"70","2017","Russell County","Kentucky"
"980","2015","Scott County","Kentucky"
"1101","2016","Scott County","Kentucky"
"1191","2017","Scott County","Kentucky"
"692","2015","Shelby County","Kentucky"
"701","2016","Shelby County","Kentucky"
"776","2017","Shelby County","Kentucky"
"168","2015","Simpson County","Kentucky"
"192","2016","Simpson County","Kentucky"
"239","2017","Simpson County","Kentucky"
"294","2015","Spencer County","Kentucky"
"341","2016","Spencer County","Kentucky"
"339","2017","Spencer County","Kentucky"
"120","2015","Taylor County","Kentucky"
"152","2016","Taylor County","Kentucky"
"170","2017","Taylor County","Kentucky"
"50","2015","Todd County","Kentucky"
"72","2016","Todd County","Kentucky"
"65","2017","Todd County","Kentucky"
"151","2015","Trigg County","Kentucky"
"135","2016","Trigg County","Kentucky"
"132","2017","Trigg County","Kentucky"
"55","2015","Trimble County","Kentucky"
"70","2016","Trimble County","Kentucky"
"95","2017","Trimble County","Kentucky"
"69","2015","Union County","Kentucky"
"64","2016","Union County","Kentucky"
"49","2017","Union County","Kentucky"
"1233","2015","Warren County","Kentucky"
"1374","2016","Warren County","Kentucky"
"1501","2017","Warren County","Kentucky"
"67","2015","Washington County","Kentucky"
"67","2016","Washington County","Kentucky"
"79","2017","Washington County","Kentucky"
"94","2015","Wayne County","Kentucky"
"80","2016","Wayne County","Kentucky"
"97","2017","Wayne County","Kentucky"
"61","2015","Webster County","Kentucky"
"76","2016","Webster County","Kentucky"
"72","2017","Webster County","Kentucky"
"179","2015","Whitley County","Kentucky"
"225","2016","Whitley County","Kentucky"
"231","2017","Whitley County","Kentucky"
"23","2015","Wolfe County","Kentucky"
"31","2016","Wolfe County","Kentucky"
"37","2017","Wolfe County","Kentucky"
"299","2015","Woodford County","Kentucky"
"318","2016","Woodford County","Kentucky"
"325","2017","Woodford County","Kentucky"
"47","2015","","Louisiana"
"9","2016","","Louisiana"
"13","2017","","Louisiana"
"332","2015","Acadia Parish","Louisiana"
"361","2016","Acadia Parish","Louisiana"
"340","2017","Acadia Parish","Louisiana"
"111","2015","Allen Parish","Louisiana"
"113","2016","Allen Parish","Louisiana"
"100","2017","Allen Parish","Louisiana"
"1967","2015","Ascension Parish","Louisiana"
"2065","2016","Ascension Parish","Louisiana"
"1940","2017","Ascension Parish","Louisiana"
"128","2015","Assumption Parish","Louisiana"
"133","2016","Assumption Parish","Louisiana"
"125","2017","Assumption Parish","Louisiana"
"209","2015","Avoyelles Parish","Louisiana"
"195","2016","Avoyelles Parish","Louisiana"
"228","2017","Avoyelles Parish","Louisiana"
"352","2015","Beauregard Parish","Louisiana"
"414","2016","Beauregard Parish","Louisiana"
"402","2017","Beauregard Parish","Louisiana"
"59","2015","Bienville Parish","Louisiana"
"41","2016","Bienville Parish","Louisiana"
"64","2017","Bienville Parish","Louisiana"
"1661","2015","Bossier Parish","Louisiana"
"1657","2016","Bossier Parish","Louisiana"
"1736","2017","Bossier Parish","Louisiana"
"1972","2015","Caddo Parish","Louisiana"
"2056","2016","Caddo Parish","Louisiana"
"1916","2017","Caddo Parish","Louisiana"
"2316","2015","Calcasieu Parish","Louisiana"
"2554","2016","Calcasieu Parish","Louisiana"
"2174","2017","Calcasieu Parish","Louisiana"
"21","2015","Caldwell Parish","Louisiana"
"38","2016","Caldwell Parish","Louisiana"
"40","2017","Caldwell Parish","Louisiana"
"62","2015","Cameron Parish","Louisiana"
"42","2016","Cameron Parish","Louisiana"
"40","2017","Cameron Parish","Louisiana"
"25","2015","Catahoula Parish","Louisiana"
"29","2016","Catahoula Parish","Louisiana"
"27","2017","Catahoula Parish","Louisiana"
"40","2015","Claiborne Parish","Louisiana"
"52","2016","Claiborne Parish","Louisiana"
"67","2017","Claiborne Parish","Louisiana"
"65","2015","Concordia Parish","Louisiana"
"73","2016","Concordia Parish","Louisiana"
"57","2017","Concordia Parish","Louisiana"
"219","2015","De Soto Parish","Louisiana"
"196","2016","De Soto Parish","Louisiana"
"239","2017","De Soto Parish","Louisiana"
"4617","2015","East Baton Rouge Parish","Louisiana"
"4832","2016","East Baton Rouge Parish","Louisiana"
"4563","2017","East Baton Rouge Parish","Louisiana"
"6","2015","East Carroll Parish","Louisiana"
"13","2016","East Carroll Parish","Louisiana"
"12","2017","East Carroll Parish","Louisiana"
"106","2015","East Feliciana Parish","Louisiana"
"125","2016","East Feliciana Parish","Louisiana"
"142","2017","East Feliciana Parish","Louisiana"
"125","2015","Evangeline Parish","Louisiana"
"133","2016","Evangeline Parish","Louisiana"
"131","2017","Evangeline Parish","Louisiana"
"46","2015","Franklin Parish","Louisiana"
"44","2016","Franklin Parish","Louisiana"
"76","2017","Franklin Parish","Louisiana"
"156","2015","Grant Parish","Louisiana"
"171","2016","Grant Parish","Louisiana"
"172","2017","Grant Parish","Louisiana"
"446","2015","Iberia Parish","Louisiana"
"379","2016","Iberia Parish","Louisiana"
"357","2017","Iberia Parish","Louisiana"
"199","2015","Iberville Parish","Louisiana"
"191","2016","Iberville Parish","Louisiana"
"262","2017","Iberville Parish","Louisiana"
"68","2015","Jackson Parish","Louisiana"
"74","2016","Jackson Parish","Louisiana"
"70","2017","Jackson Parish","Louisiana"
"285","2015","Jefferson Davis Parish","Louisiana"
"231","2016","Jefferson Davis Parish","Louisiana"
"239","2017","Jefferson Davis Parish","Louisiana"
"3296","2015","Jefferson Parish","Louisiana"
"3607","2016","Jefferson Parish","Louisiana"
"3385","2017","Jefferson Parish","Louisiana"
"90","2015","La Salle Parish","Louisiana"
"71","2016","La Salle Parish","Louisiana"
"96","2017","La Salle Parish","Louisiana"
"3263","2015","Lafayette Parish","Louisiana"
"2890","2016","Lafayette Parish","Louisiana"
"2522","2017","Lafayette Parish","Louisiana"
"931","2015","Lafourche Parish","Louisiana"
"827","2016","Lafourche Parish","Louisiana"
"818","2017","Lafourche Parish","Louisiana"
"251","2015","Lincoln Parish","Louisiana"
"251","2016","Lincoln Parish","Louisiana"
"290","2017","Lincoln Parish","Louisiana"
"2073","2015","Livingston Parish","Louisiana"
"2199","2016","Livingston Parish","Louisiana"
"1909","2017","Livingston Parish","Louisiana"
"30","2015","Madison Parish","Louisiana"
"24","2016","Madison Parish","Louisiana"
"28","2017","Madison Parish","Louisiana"
"147","2015","Morehouse Parish","Louisiana"
"157","2016","Morehouse Parish","Louisiana"
"137","2017","Morehouse Parish","Louisiana"
"248","2015","Natchitoches Parish","Louisiana"
"237","2016","Natchitoches Parish","Louisiana"
"213","2017","Natchitoches Parish","Louisiana"
"2692","2015","Orleans Parish","Louisiana"
"2732","2016","Orleans Parish","Louisiana"
"2819","2017","Orleans Parish","Louisiana"
"1412","2015","Ouachita Parish","Louisiana"
"1331","2016","Ouachita Parish","Louisiana"
"1306","2017","Ouachita Parish","Louisiana"
"137","2015","Plaquemines Parish","Louisiana"
"168","2016","Plaquemines Parish","Louisiana"
"154","2017","Plaquemines Parish","Louisiana"
"178","2015","Pointe Coupee Parish","Louisiana"
"159","2016","Pointe Coupee Parish","Louisiana"
"166","2017","Pointe Coupee Parish","Louisiana"
"1178","2015","Rapides Parish","Louisiana"
"1064","2016","Rapides Parish","Louisiana"
"1067","2017","Rapides Parish","Louisiana"
"29","2015","Red River Parish","Louisiana"
"31","2016","Red River Parish","Louisiana"
"39","2017","Red River Parish","Louisiana"
"121","2015","Richland Parish","Louisiana"
"94","2016","Richland Parish","Louisiana"
"105","2017","Richland Parish","Louisiana"
"139","2015","Sabine Parish","Louisiana"
"114","2016","Sabine Parish","Louisiana"
"145","2017","Sabine Parish","Louisiana"
"351","2015","St. Bernard Parish","Louisiana"
"369","2016","St. Bernard Parish","Louisiana"
"382","2017","St. Bernard Parish","Louisiana"
"550","2015","St. Charles Parish","Louisiana"
"551","2016","St. Charles Parish","Louisiana"
"513","2017","St. Charles Parish","Louisiana"
"42","2015","St. Helena Parish","Louisiana"
"60","2016","St. Helena Parish","Louisiana"
"68","2017","St. Helena Parish","Louisiana"
"164","2015","St. James Parish","Louisiana"
"151","2016","St. James Parish","Louisiana"
"140","2017","St. James Parish","Louisiana"
"349","2015","St. John the Baptist Parish","Louisiana"
"347","2016","St. John the Baptist Parish","Louisiana"
"360","2017","St. John the Baptist Parish","Louisiana"
"433","2015","St. Landry Parish","Louisiana"
"467","2016","St. Landry Parish","Louisiana"
"433","2017","St. Landry Parish","Louisiana"
"362","2015","St. Martin Parish","Louisiana"
"322","2016","St. Martin Parish","Louisiana"
"346","2017","St. Martin Parish","Louisiana"
"254","2015","St. Mary Parish","Louisiana"
"230","2016","St. Mary Parish","Louisiana"
"189","2017","St. Mary Parish","Louisiana"
"3525","2015","St. Tammany Parish","Louisiana"
"3808","2016","St. Tammany Parish","Louisiana"
"3544","2017","St. Tammany Parish","Louisiana"
"1232","2015","Tangipahoa Parish","Louisiana"
"1408","2016","Tangipahoa Parish","Louisiana"
"1306","2017","Tangipahoa Parish","Louisiana"
"13","2015","Tensas Parish","Louisiana"
"8","2016","Tensas Parish","Louisiana"
"12","2017","Tensas Parish","Louisiana"
